text,class
" the shirt is of ok quality but the design is hard to see and will probaby wash off quickly. be sure to order a size bigger than you normally would as it is cut small. also my personal opinion is the shipping charge for this very light item is a little excessive ",negative
" i broke and chipped most of my short fingernails trying to unlock where the keys are suppose to go. once i got the keys on the holders the zipper broke. i threw it away but had to scape up my nails again to get my keys off the holders ",negative
" cheap! but still useable. inside had a stained piece of paper/cardboard?... flimsy leather. not recommended ",negative
" this is not a jockstrap. it is a thong and is inappropriate for any sporting activity. i tried wearing it as regular underwear but found it incredibly uncomfortable let alone not exactly hygenic! no surprise that they are phasing them out of their lineup. probably the only uncomfortable underwear made by rips ",negative
" the corset looks so pretty... its a pretty material... it can hold you yes... it has a boning made of some crappy material... after wearing it i noticed something was poking me... both ends the top and the bottom... well when i take a look it looks like the type of thing guys use to fish line. it hurted so bad... so i tried to snip it with some nail clippers.. they just keep on coming and coming... it totally sucks.. now i cant even use it without thinking of a painful experience ",negative
" i was getting some boning too but didnt mind. this ensemble is a lot of fun to wear once its broken in. i wear mine all the time ",negative
" i have owned several pairs of this very boot since 1990; and the first two pairs lasted many years through winter spring and fall. each boot used top quality leather and vibram soles. i actually had the soles replaced on the second pair as they became worn out before the leather upper portion of the boot. both pairs were very comfortable and durable with a look all to their own. my third pair which was recently purchased were not of the same quality of the prior pairs of boots. the leather was stiff and upon wearing them the first time the top lacing hook pulled out as i began to snug up the laces. the backer on the riveted lacing hook was defective from the factory. not being satisfied with the quality of the new boots i sent them back. i did notice the country of manufacture was different on the later pair than the previous pairs. made in portugal to made in china... the quality has been degridated and am disappointed in rockport. ",negative
" i bought one pair of shoes and returned them they were to large. bought another pair and hoped that i would adjust to the shoe i havent. i have worn the shoes now and can not return them. i plan to give them away to someone they may fit. i will never order shoes again i learned my lesson.i agree with the other review good quality in the manufacturing poor design as far as the size.i believe rockport made a mistake with the size and fit and thats why they are being sold for a discounted price. i will go to a shoe depatment and try on the shoes before i buy as i have in the past ",negative
" boots are very very dark brown look nothing like the picture fit poorly an item that has to be fitted before purchasing ",negative
" i bought the wrong size the bra was too big but the straps dug into my shoulders -- that's what wasn't soft...customer service returns was great though. (essentials.com via amazon ",negative
" i bought these boots for my husbamd. he only had them less than one week and the soles were breaking down. i will never purchase them again.... ",negative
" i ordered this item on september 10 2006. as of january 12 2007 i have still not received the ordered item but the pictures of it sure are nice. one star is one star too many ",negative
" this was not the apple armband they advertised it was a cheap foreign knockoff - i wish i had never bought it. terrible misrepresentation of sold item. buyer beware!! ",negative
" i recieved this item yesterday. initaly i was very happy it changed my 8gb black ipod into a green ipod and did a rather good job of it. the inner skin is a clear white-ish frosted color allowing the original ipod color to show through i would have preferred an opaque white but it did not look terribly bad with the green though blue red or any other color than green would have been better with the black i had not the inital foresight to picture this. i was still pretty happy at this point. the hip-clip was removed right away i have been looking for a nano cover that would allow me to dock to my logitech mm50 (portable speaker) without taking it out of the case eureka this case did that without the clip of course. the lanyard was an added bonus until earlier today i discovered the clips that held the lanyard in place had widened the aperature connections on the ipod nano so that i would never trust it on the lanyard for fear it would fall off and be lost. well i was still happy with the color change and the ability to sit in my portable speakers without taking it off. unitl i discovered a surface scratch on the green coloring of the case. now despite the fact that this is the aluminum iskin duo this was not the case at all. the green metalic colored plastic is painted with an aluminum look. okay that was still acceptable until i discovered what looked to be a surface layer peeling off sugesting that eventualy the color would flake away. that was it that was the broke back camel inducement and now i am the proud owner of a case that i will never be happy with. at first i had been all excited and was considering the purchase of other colors not now this in my consideration was a waste of money. hopefully i'll confirm that my ipod can still link to the cradle inspite of the clip damage the lanyard has done. sincerly ro ",negative
" this robe virtually fell apart when i washed it. it stained the inside of my washing machine. it raveled before i even got a chance to wear it. do not buy this product. i got the burgandy one. i am so disappointed by this product i may stop shopping at amazon ",negative
" very ordinary robe compared to picture and descripton. if plush means thick material this is not. it is low quality thin material with a warning to wash in cold.any terry robe i have had before was thicker and better made--sears j.c. penney.does not llook durable ",negative
" these pants did not look good on me. they seem built for thin people. while not obese i am not a stick figure either and these just did not flatter me. the material is nice though ",negative
" i purchased these shoes when i started working on a job that required walking almost the entire shift. my feet are killing me after working for almost a month. there is no cushioning in them nor much arch support ",negative
" i am still waiting for a credit to my credit card account. the item was not available and they said i would be credited. still waiting! ",negative
" i purchased these for my fiance to wear for our beach wedding in puerto rico. the quality is horrendous the cut is for mc hammer not real men and the company charged me over $22.00 to ship them to me and then told me i wanted them fed ex. not true the pants were returned the rest of my order cancelled and i will never purchase anything from this company again ",negative
" this item is about two sizes smaller than the size you order. i ordered a size 9 but wasn't able to wear them. i gave them to my little brother who's a size 7 they fit him perfectly ",negative
" do not waist your money on this item! it looks so unnatural. the padding is only on the side of the butt cheeks doesnt cover the whole butt so you can definitly detect the padding. i was so disapointed when i tried it on. ",negative
" i recently purchase ''better bottom padded panties'...l was really disappointed.like most women i always wish i had a bigger and more curvy bottom but was really disappointed when it arrived. the padding was made of cheap foam material and it was very visible under clothing even denim...ladies please dont waste your money. iam really gutted because i bought some new trosers and i was hoping to wear the padded panties underneath it ",negative
" i will be returning this item to the vendor. i rec'd. this skirt for my daughter and thought it had a colorful embroidery. instead i find the word baske in a mirrored embroidered image. not sure what baske stands for. i guess it's their idea of 'short for basketball'. whatever! you can't see the pic clearly. i'm out the shipping cost on this one. what a bummer! ",negative
" thinking this jacket was made of fleece like material i ordered it thinking it was a good buy. when i got it in the mail a week later i was soooooooooo disappointed. the material is like paper/ potato sack material... its awful.. like plastic... i dont recommend u waste [...] on this .. the jacket is stylish no doubt... but the material not something u'd actually wear.. so a stylish jacket with bad material describes this jacket best. [... ",negative
" while i was a little wary of ordering a jacket for $20 online i went ahead and ordered this one. it seemed like it was made of durable material and looked snazzy. when it came in the mail today it was stuffed in a first class envelope with another t-shirt [which i really like!]. i was anxious to see what it was like. this jacket is /literally/ made of the material used for fedex envelopes. sounds cool huh? the jacket is extremely thin and feels like you're wearing a paper bag. while i appreciate the prompt service of the people at andrew christian they will probably see my jacket returned within the next couple of weeks ",negative
" i have goddess bras and it seems that each style has it's own sizing. the love at first sight bra fits wonderfully while this bra is about 3 cup sizes larger than what it is supposed to be ",negative
" the jacket is cut undersized typical of foreign makes with poor quality control. the lining in the sleeve keeps coming ot at the wrist which interferes with activity. exterior shell has nice feel but overall a poor piece of work ",negative
" very disappointing. this product has less control than an average pair of pantyhose. the high waist was always rolling down. i wasn't expecting miracles; i just wanted to smooth out my silouette while i lost the final ten pounds of pregnancy weight. this product was completely useless. product has a clever name but that's it. i really felt like a sucker for spending so much money on this item. look elsewhere. ",negative
" this shoe is cut right underneath the ankle. everytime you walk the edge of the shoe rubs into your ankle and causes extreme discomfort and blisters. ",negative
" item send was not new. obvious that it had been worn befoe paint on zipper had worn of from use. also a rip in the design ",negative
" i bought this shoe expecting to wear it as a work shoe on occasion however the shape of the shoe is very narrow and it doesn't seem to go with anything including jeans. the comfort level is ok not spectacular. in reality i don't think this shoe lives up to the steve madden name. i can't recommend this shoe ",negative
" the vibram soles leave black streaks all over the floors and make it so i cannot wear them at work. i love rockports in general and these are comfortable and well made as expected but they leave a trail of scuff marks ",negative
" amazon didn't tell any outright lies about this product but they certainly weren't what i expected. i was expecting something a bit more durable...the first night i tried to sleep in these they ripped in the back. the immitation-satin is so thin that it can barely hold itself together. but i can't give them 1 star because they are just as cute as they look! ",negative
" all boot is made with mademan materials. then they are not as comfortable as i want. with the same amount you can find a better option ",negative
" we purchased these boots for my husband who works in the construction field(mainly insulation instalation) which requires him to climb in high places walk on trusses and also be under floors sometimes in standing water and other harsh weather conditions. in my opinion these boots do not have heavy duty rubber soles at all but cheap soles that start to rub and crumble almost immediately under working conditions. there is also no arch or foot support inside the boot itself. there is a piece of leather saying made in china and that's it. the tag even reccomends getting some sort of insole. the worst part is that on the tag of the boot it states that you should get the next size up than what your normal boot size is. the seller did not state this fact. all in all if you are purchasing these boots for long term wear or work related activities i do not reccomend them. if they are for a teenager making a fashion statement or for a halloween costume they're perfect ",negative
" we ordered this pea coat from andrew christian. the coat- which is double-breasted- had no inside buttons. you have to have inside buttons to hold the coat evenly. i sent it back as defective. they were very immovable as to refunding shipping costs to me and then back to them- which amounted to $26.23. they insisted that it was not defective. i called five other places that had pea coats and they all had inside buttons. not reliable and not good to work with. ",negative
" don't bye thees. they don't look like orginals. they are really small so it looks like glasses for children!! it's just waste of mone ",negative
" i would definitely recommend getting a size and width larger as these fit very snuggly ",negative
" i am in great shape. however i cannot get over that so many men's underwear products have waist bands that constrict and exasperarate blood flow and muscle tension. obviously they are made in china where the average waist is about 25 inches. the idea of medium as marketed is ridiculous by healthy american standards. my body fat is low. i am not profoundly muscular bound. as is common in men of my age lower back problems are not unusual. i have a 32 waist. is that not medium sized? i think we simply need to get rid of the elastic waist band altogether. one size fits all doesn't work and it is dangerous to those many of us that fight our lower back problems. the draw string is fine. it allows flexibility. so what if your pants fall down? it seems to be the fashion anyway. just give us the option of pulling the shorts back up instead of pinching nerves with a static elastic waist band that causes ridiculous lower back problems because of unnecessary uncontrollable constrictions. also these boxers don't hold up well to any kind of washing. they looked like crap after the first time i washed them. i wish i could get a refund because i won't wear them again. my life partner told me they looked like old men's underwear. that is sad and embarrassing because i agree they looked like crap after one cold wash and light dry. i am not a mean hearted kind of guy. so i am going to shut my mouth now and not do business with you again. ",negative
" like i said they didn't fit well and i was allergic to the adhesive. : ",negative
" never charged a thing. i bought it to use on international travel. it stated that it could be used on 220 and it burnout out shortly after being plugged in ",negative
" i am ex us army national guard and army reserve. i did not expect to receive dress web belts made in china and taiwan from an army navy store. i have other belts made in usa that are heavier materials (belt and buckle). the belts have lasted 10 to 12 years and the buckles are still good as new! i ordered 3 belts with buckles thinking i would not need to buy a new belt for the rest of my life. the web material is very thin for a belt. the buckles 2 out of 3 are stamped made in taiwan and the 3rd has a sticker says made in china. they are cheaply made and are likely to break or snag clothing. i will not recommend this product to anybody. after shipping this junk cost me $47.00 ! ",negative
" poor quality belts do not fit correctly can not be returned because it is swimwear according to policy. don't trust skinny dip swimwear ",negative
" i did realize that these shoes squeaked but i didn't anticipate how loudly that squeak would be! i doubt my girls could hear anything over the sound their shoes were making- i know i couldn't ",negative
" i bought this item and was very disappointed when i received it and tried it on. the mock crocodile leather looks very cheap...the leather of the shoe is very hard and i could not wear it for more than 4 hours since it was cutting on the sides of my feet.. after which i threw the shoe in the trash....it was such a waste of money...do not think of buying it.. ",negative
" like all the haynes t-shirts except the 50/50 these bunch at the back of the neck. try another brand ",negative
" i am in great shape. however i cannot get over that so many men's underwear products have waist bands that constrict and exasperarate blood flow and muscle tension. obviously they are made in china where the average waist is about 25 inches. the idea of medium as marketed is ridiculous by healthy american standards. my body fat is low. i am not profoundly muscular bound. as is common in men of my age lower back problems are not unusual. i have a 32 waist. is that not medium sized? i think we simply need to get rid of the elastic waist band altogether. one size fits all doesn't work and it is dangerous to those many of us that fight our lower back problems. the draw string is fine. it allows flexibility. so what if your pants fall down? it seems to be the fashion anyway. just give us the option of pulling the shorts back up instead of pinching nerves with a static elastic waist band that causes ridiculous lower back problems because of unnecessary uncontrollable constrictions. also these boxers don't hold up well to any kind of washing. they looked like crap after the first time i washed them. i wish i could get a refund because i won't wear them again. my life partner told me they looked like old men's underwear. that is sad and embarrassing because i agree they looked like crap after one cold wash and light dry. i am not a mean hearted kind of guy. so i am going to shut my mouth now and not do business with you again. ",negative
" the shorts i bought came way over my belly button. made me look like a funky old man. i returned them. otherwise the sizing was good. ",negative
" the ipod mini case self is very good from pacific design. but amazon made a mistake to choose ebags as their supplier. i have ordered one ipod and one ipod mini cases for my friend's daughters as a christmas gift. the ipod case was shipped from amazon directly as usual it was nice packed and fast shipping. the other ipod mini was shipped from ebags. it was bad bad and bad. i won't order anything from ebags any more. here is why: - it was almost one week later than amazon's shipment. - it was an open unpacked or returned item. - amazon charges the shipping for that item even you qualify for the free shipping on your order. if you don't care about all of these please go ahead and good luck. i gave 2 stars is because of the product self otherwise i would give none ",negative
" it's awful. the s size is too big for me (my waistline is 34 and in the sizing chart it says size s fits 26-36)so i end up cut it and sew it back so it can fit on me. then after 3 days of wearing it the velcro is messed up it can not attached together anymore. the costumer service is an answering machine (i tried several times to call the costumer service and only get the machine answer my call). i can not return the item because it says its illegal to return this kind of item. so my advise dont buy this item or you'll be sorry. ",negative
" judging from the picture i thought this thing looked like a turban! it actually has no wrapped fabric but is a firmly fitting cap. hidden in the back is an elastic band that will adjust for larger heads which is attached to the edges of an ugly looking triangular gap. aside from this the coloring is too bold. old glory will select random coloration for each customer but my selection has over twice the color variety as the one in the picture! i don't see how i can wear it without attracting stares ",negative
" this suit fits like a true italian size - i ordered a 54 which equals a us 44 approximately. it fit my husband perfectly excaept while the entire suit is cut as a size regular length and the sizing indicates they are not longs or otherwise the sleevs ran over 2 inches longer than a regular should even though the body length was normal for a regular. i think these suits are defects/rejects in which the sleevs were cut too long. so i would not recommend it unless you need a long size in sleeves ",negative
" this is definitely not something i would want to wear while working out. even with mild exercise the lining feels sticky and the fabric does not appear to breathe. i'd rather wear cotton jersey pants than this. for cooler weather i'd prefer something like a good pair of tights (sugoi for example) ",negative
" very dissapointed in this outfit looks really nice in pictures but is very cheaply made frayed the first time put on. ",negative
" i love that little white cross on red and normally expect a quality product when i buy them. i had this bag for about 2 months of daily use before the two serious failures appeared. in two locations on the bag the nylon came unstitched: one hole along one of the side panels and the other under the handle. it would appear to me that the inside portion of the nylon wasn't properly sealed/melted together to prevent the material from becoming unwoven. the handle came about half-way separated from it before i stopped using it. this is a really disappointing thing for me because in the age of globalization quality always loses to low price and there seems to be fewer and fewer opportunities to buy really quality products without fear that it is crap with a high pricetag. i would advise victorinox to pay attention to quality assurance before people abandon their products as overpriced junk products by a company who has sold out quality for price. some of us are ready and willing to pay a higher price for a quality product. ",negative
" i loved the concept of this item but it didn't live up to my expectations. the top was extremely loose in the bra portion and provided no support. the pants however were comfortable and i really loved them. the top needs to be reworked ",negative
" this camisole did not fit my purpose. the idea is great but it didn't fit me correctl ",negative
" i ordered this dress and when i received it i thought that it was very pretty. when i put the dress on it was completely see through. you could see my bandaid on my thigh. i would not suggest this dress for anyone based soley on the material. it's a shame because they dress is very flattering and also comfortable. it would also be impossible to wear anything under this dress (including pasties) because it seemed to show everything ",negative
" i have white everlast boxing shoes & they are very comfortable & i thought these ones were the same. the difference is that the other ones have soft parts in it where the feet move when boxing. the black ones are uncomfortable in the back side where the division of the shoe is. they don't move well. plus they charged almost $ 20. for shipping. so i ended up paying a lot for them. ",negative
" a)the quality is not that great. b)the socks are not skid proof. but its good to have 8 pairs because somehow the curse of missing socks will hit babies socks too. sometimes they pull them off while takig a walk at restaraunts friends' homes and sometimes the dryer eats them.: ",negative
" a good product and a good fit. wish the logo had been a little bigger ",negative
" when i move around i sure don't need a front closure that comes undone... many times a day?! the hook on this bra needs to be changed to a snap closure! perfect bra in every other sense but a self unhooking bra? no good ",negative
" the bought 3 polar fleece caps and they are all one size fits all but either i have a big head or something becuase it doesn't cover my ears all the way. as for my husband that actually has a small head it fits him fine. so i guess if you have a big head don't get it becuase it will not cover your ears. ",negative
" i don't want this order.when i look into this it said it wasnt availableso i looked into something else. if there is anything else that you have that i was to order please cancel everything because i haven't ordered anything else from you and anything that was ordered in february i don't want now..thank you.. ",negative
" i don't own this gear bag and i'm not going to buy it even though it looks interesting. would this be a suitable carry-on bag or would i have to check it? i don't know. the dimensions are not given anywhere. i want to know more about the products i order ",negative
" no lace collar as advertised. cheap nylon-like fabric. not worth the price ",negative
" the non-functioning illuminating speckles on illuminite products quickly disappear despite following care instructions. if you pay less for their clothing than regular clothing go for it. if you're paying more you're wasting your money ",negative
" i was happy at the appearance of the bag but was extremely disappointed in the smell of the backpack. i received it around christmas time and have had it hanging outside since hoping to air out the smell. it still smells making it unable to use ",negative
" i am in great shape. however i cannot get over that so many men's underwear products have waist bands that constrict and exasperarate blood flow and muscle tension. obviously they are made in china where the average waist is about 25 inches. the idea of medium as marketed is ridiculous by healthy american standards. my body fat is low. i am not profoundly muscular bound. as is common in men of my age lower back problems are not unusual. i have a 32 waist. is that not medium sized? i think we simply need to get rid of the elastic waist band altogether. one size fits all doesn't work and it is dangerous to those many of us that fight our lower back problems. the draw string is fine. it allows flexibility. so what if your pants fall down? it seems to be the fashion anyway. just give us the option of pulling the shorts back up instead of pinching nerves with a static elastic waist band that causes ridiculous lower back problems because of unnecessary uncontrollable constrictions. also these boxers don't hold up well to any kind of washing. they looked like crap after the first time i washed them. i wish i could get a refund because i won't wear them again. my life partner told me they looked like old men's underwear. that is sad and embarrassing because i agree they looked like crap after one cold wash and light dry. i am not a mean hearted kind of guy. so i am going to shut my mouth now and not do business with you again. ",negative
" i am still waiting for these two pairs of gloves which were to have been usmailed and which were predicted to arrive yesterday march 28 ",negative
" do not buy this i got a large and feels like a smal ",negative
" this garment is poorly sewn with cloth which was too thin to provide some very necessary functions for men. if you just want underwear look on; however if your aim is to obtain a bedroom brief you can do better for less. at is unless the view is everythin ",negative
" i bought this dress in black. good news--- it does flatter your postpartum shape. bad news--- the pockets for the nursing pads don't go where they should causing leakage. worse the color black showed milk stains after i leaked. definitely not worth the price. how important is your figure when you're sleeping anyway ",negative
" a good trail shoe has a shank that will help navigate rocky/boulder type terrain. the previous model called the sawtooth had the shank and the tigertooth does not. i recommend an all terrain tennis shoe before this shoe. by the way i just loved the sawtooth from columbia. the business decision to drop the sawtooth was a mistake. the shoe was great for rocky desert hiking. i convinced 6 of my friends to buy it ",negative
" i am tired of companies making money off of fakes. the u.s. government did not buy their field jackets from china. these m65 o.d. green field jackets are not real--they are a mid-grade reproductions ",negative
" the shoes would have been awesome but..... the sizes run extremely small. i even ordered a size larger than normal thinking maybe this would happen. the shoes are still too small. ",negative
" i totally didn't have a problem with the seller or anything great shipping! um but the book kinda rots. if you know how to tie a tie already then it might be fine but i don't. the pictures didn't really help and the wording wasn't concise. one sentence could be interpreted like nine ways!! i practically destroyed one tie definitely practice with a tie you don't care about or one that doesnt need to be dry-cleaned cuz they get pretty rumpled. ",negative
" good flattering fit. i'm 5'2 and i bought a short which was perfect and long enough to wear with heels even a bit long actually. unfortunately when i washed them they shrank 2 and now i have to wear them with flats. i would buy them again just in a longer length ",negative
" these are nice shoes however the sizing is way small! i would recommend ordering at least a size or two larger than what you normally wear ",negative
" i ordered this to go under my halloween costume nine days in advance and it arrived too late for me to wear it. it's still in the package in my closet. maybe next year.. ",negative
" i bought these slippers for my husband at christmas time. i thought if i spent $50 on slippers they would last a long time and be made very well. i was wrong. the slippers look good and the upper leather is very nice but the sole is a cheap thin foam. if you bend it it snaps. you would expect to find this on a cheap $2 flip flop. i was very disappointed. i bought my husband a cheap $2 pair of suede slippers in walmart that were just as nice with a thick rubber sole. ",negative
" even for $13 i expected some quality and got very little. the dye from the leather dyed my feet during a rain storm. the footpad was so rough it irritated the botton of my foot. the leather over the toe was so rough it irritated my toe. these were really poor ",negative
" i almost fell for it...then i realized how in the world are those pearls so cheap?? they aren't real! if you are a sucker for a good deal like me think about it before you buy it. it would be helpful if the item was advertised as imitation pearl thong. ",negative
" do not waste you money on this piece of sh** case not only it is loose it;s bad quality i just got it two days ago and the arm band came apart and i have no idea what this white thing is that it comes with it is useless. what a waste of money. ",negative
" if your name were johnny damon maybe. but you're bagging groceries at the star market for $7.25/hour. is this jersey really worth a day's pay to you? the chicks aren't gonna be fooled into thinking you're on the team. the sox won't vote you a world series share. your mom's gonna throw it in the dryer and shrink the beejesus out of it and you're gonna wish you had that money back when your buddy tommy is selling his old malibu. ",negative
" i see from another comment that this shoe was listed as having a real leather upper which is why i bought it. i see now that the description has been corrected but too late for me. also the sizing does not run true as the current description states. i usually wear 9.5 but i have bloody blisters from trying to play in these shoes ",negative
" i've bought the predator absolion trxfg before and it is a great shoe. however in this case it is clearly advertised as having a leather upper -- and the pair i received yesterday (blue with red and silver) is synthetic. make sure that if you order a leather shoe at the advertised price you receive a leather shoe! you are not saving $50 if it's synthetic ",negative
" you get what you pay for i guess but i really don't like these boots. they look fine and the construction (appearance) seems sound; however they are not comfortable. i have had several pairs of skechers sneakers and expected these boots to be comfortable (at least nearly so). yet the right boot's footbed is clearly not manufactured correctly as i can barely go an 8 hour workday wearing them. it feels as though there is a hump under my smaller toes. my foot also seems to pronate markedly. the left boot doesn't seem to suffer from the same defect. they also have very hard cushioning...i can't imagine them being worn in a work environment -requiring- boots. also i've had the boots less than a month and the laces are starting to fray where they contact the eyelets. i should probably return them as defective but the extra shipping fee makes that cost prohibitive ",negative
" do not buy from this company - i ordered and paid for this and never received it! ",negative
" i ordered 2 wristlets - a brown and a leopard print. i was sent two brown wristlets the return process was difficult and when i returned the product i did not receive a refund or the correct product!! ",negative
" i bought this bra based on a majority of good reviews and blessings from oprah winfrey. i am a 38dd and could barley get the bra on. i have always been big busted and struggled to find good support. when i was younger i was trained in classical ballet. i have no problem with range of motion. i still had a hard time getting this bra on. not to mention i was falling out all over the place. i am very disappointed with the quality of this bra for the money. i would recommend jogbra or chamion for less money better fit and better hold if you are big busted. ",negative
" i'm a 32dd and while this bra does virtually eliminate bounce i could get the same results with duct tape. unflattering shape uniboob (with the accompanying interesting sweat problems) and overpriced. ",negative
" i bought these for a bridal shower gift. they say one size fits all but they where like an xxxsmall. they torn right when they where tried on. very poor quality!!!! do not buy these ",negative
" i really wanted these boots and had been contemplating getting them for almost 6 months. when they came i was so excited and took them out of the box to look at them and they were stained. i was extremely disappointed that the product was defective because i have never had a problem with any amazon products in the past i sent it back and i was reimbursed for my purchase. i am really disappointed i will think twice before i purchase any shoes from amazon again ",negative
" the title says it all. this product does not offer much in the way of control and it is definitely not firm. basically you are spending $35 for a high waist brief ",negative
" the jacket itself its well made. but they sent a jacket with different colors and it does not look as nice as the one in the picture.. ",negative
" i was so excited to find these they seemed the perfect combination of elegance and comfort. they look weird. they went straight back and after paying shipping and return shipping i practically have to pay them to take it back:- ",negative
" i just wanted to let all other bigger busted women know to not buy this product. it is made for smaller busted women in mind. there is no support and barely any coverage for bigger busted woman. it was a trial on my part but i hope by writing this it will help other women avoid making the same mistake. stick with the strapless bras ladies! ",negative
" we bought this for our teenage son. the handling of the shipping was prompt that is the only good thing i can say about the coat. i will definately agree with a previous posting that the wool seems to be of very poor quality almost felt-like. the item that looked not so great after taking it out of the box looked terrible after only a week or so of my son wearing it to school! i am almost ashamed to send him out of the house in the coat. if it was not so cold i would tell him to go back to the sweatshirt he was wearing! the item pills making it look really shabby. no reports of seams ripped buttons lost or holes in the pocket however he may be worried that if he tells me about those things i will be upset with him because the coat was just a waste of money. it was a major clothing item that he had picked out for himself so imagine his disappointment! i expected much more of the coat than i got and i am looking for a replacement ",negative
" this corset is not well made at all. it's made of really cheap plastic boning and the boning sticked out after just a night of wear. (i wore it to the club one night and by the end of the night the boning sticked through the top. ",negative
" looks nothing like the image shown. 3 inches shy of even hitting the knee let alone over it (and she isn't tall 5'5). keep looking.... ",negative
" this was called learning the hard way not to believe the hype and not to buy shoes on line. the fit was awful there is no cushioning to speak of in the soles and other than looking good off my feet these shoes are useless ",negative
" i ended up giving away these shoes after wearing them one day. we have a recycle area in our apartment building but it is usually used for things that are not brand new! these shoes hurt my feet and had no cushioning at all against the concrete i walk on. i will not buy another pair of shoes on line again unless i know the make and size from hands on purchase before ",negative
" men here is a tip. if you want to please your lady use a sexy thong instead. we love how a man looks in a thong ",negative
" bought these to keep the toes warm will riding my motocycle in the cold weather - worthless - no heat detected - you really feel the bulky wire if you don't put them on exactly right - heavy d-cell draws down the sock on your leg - don't bother put the extra 25 bucks into your boots ",negative
" these shoes are hideous! who would wear them? they are so uncomfortable. they always give me blisters! i hate these shoes. do not buy them unless you like getting blisters ",negative
" i prefer the bibsters. the quality on the toss away bibs is not as good - the material is quite thin the closure uses a sticker that never stays closed ",negative
" i always buy the same size and type of overalls and this is the first time ordering this pair from dickies. they are very stiff and tight fitting. they should have actually been baggy on me being the size that they were ",negative
" i got this for my newborn son and it's so big- it fits my husband. i wish it said something in the ad about this ridiculously big infant hat!! ",negative
" good looking kicks if your kickin it old school like me. and comfortable. and relatively cheap. i'll always keep a pair of stan smith's around for weekends ",positive
" these sunglasses are all right. they were a little crooked but still cool.. ",positive
" i don't see the difference between these bodysuits and the more expensive ones. fits my boy just right ",positive
" very nice basic clothing. i think the size is fine. i really like being able to find these shades of green though i have decided the lighter shade is really a feminine color. this is the only brand that i can find these muted greens ",positive
" i love these socks. they fit great (my 15 month old daughter has thick ankles) and she can zoom around on the kitchen floor and not take a nose dive into things. : ",positive
" finally i have found a quality brand of swimsuit i can order on line and know it will fit. i'm a daily swimmer who is long-bodied. this particular style fit great when it arrived; it arrived quickly within four days; shipping was free; and the lycra material is the most resilient i know given the chlorine bashing my suits get. please continue to sell this particular item at a price lower than the sports stores. thanks!! ",positive
" your company was a pleasure to work with- thanks! i will enjoy wearing the swimsuit that i ordered ",positive
" very portable. great picture. easy to operate. all the accessories you need. great sound. playes dvd's from sony camcorder. very happy with the system. am looking forward to using this camping and on vacation. ",positive
" i have been looking for a pair of docs for a while. i know they are a new globalized company and i am not necessarily against that. i am disappointed that you can't get a better range of colors. i've had a few blue pairs and a lovely green. but colors are not really available now except on high tops emblazoned with the brand name. an abomination for sure! these shoes are very comfortable and apparently well-made. my single quibble with the black pair i got here on amazon has to do with the flimsiness of the tongue. i like a nice strong tongue. (and who doesn't?) whatever they saved on material here may have been a mistake. on the other hand maybe the sole will wear out first (or it will be a dead heat). never thought i'd buy shoes online but amazon and the doctor made it happen. ",positive
" the quality is much better than expected. i bought one for myself and one for my husband prior to our las vegas trip sept. 6 2005. we were able to walk with or hands free because these fannypacks held all of the necessities our cell phones travelers checks keys and medicines in particular. we love the spacious divided compartments. i highly reccommend this product.. ",positive
" nice shirt. well made. good price. what more can i say ",positive
" the shirts are what i had asked for. they are sturdy and well made. i would buy more if i needed more. well worth the money spen ",positive
" i love wearing those tank tops with shelf bras or summer dresses that can't be worn with a bra...but the nipple issue was quite vexing. i didn't feel comfortable with any nip protrusion...the only disadvantage in having implants is that they tend to be a bit nipply. but problem solved. these things rock ",positive
" i was having a hard time finding a cheaper swim suit so i just ordered one from the grab bag. i figured nothing could be worse than my plain black swim suit. also the swim suit was delivered in half the time that it was expected ",positive
" it's golden color is very remarkable ..it looks like real gold..wonderful piece to have ",positive
" with a good selection of colors to go with the casual style to say i love these shoes is an understatement. they are very comfortable and have grown on me so much they are about the only casual style shoes i have bought in the past few years ",positive
" a difficult item to find in department stores. found some at twice the price in a leather goods store. the fossil leather key cases were of equal quality. i purchased two and am very satisfied ",positive
" the quality is much better than expected. i bought one for myself and one for my husband prior to our las vegas trip sept. 6 2005. we were able to walk with or hands free because these fannypacks held all of the necessities our cell phones travelers checks keys and medicines in particular. we love the spacious divided compartments. i highly reccommend this product.. ",positive
" the collar stays are great! they came in a convenient little container and now i'm not searching all over the laundry room floor for the collar stays that fell out of my husband's dress shirts. the different lengths were helpful because he has different style shirts and the collar stays came very quickly ",positive
" okay this cap is really stylish. but i think the sewing isn't quite finished. there were loose threads all over my caps when i got them. not to mention the parts that weren't even sewed... no threads at all ",positive
" i bought some of these to wear with a drapey shirt cut open nearly to the waist and these little covers made me feel way more confident that even if my shirt slipped a little nobody would be able to see anything. the nude ones were practically the same color as my skin so they were perfect. they also stopped any embarrasing reactions to the cold. the best part was they didn't feel weird at all ",positive
" these are some really good glasses. plenty dark full mirrored so you won't be caught checkin out all the ladies you walk by. shoot for $18 you can't go wrong. i highly recommend them. and since i'm a pilot it was obvious that i got a pair of these ",positive
" i found these at lane bryant and i absolutely love them! i wear them under my work clothes every day. you've got to try them ",positive
